              U       eps         D  N_bath        e_1       e_2        e_3       V_1       V_2       V_3
1595   7.664557 -0.561793  2.348371       3  -1.598173 -0.204177   3.098569  0.787335  0.721844  0.595032
1596   3.773503  0.339891  6.527228       3  -7.341570  1.855458   5.712886  1.244281  0.956311  1.300998
1597   1.333045  0.789741  4.327785       3  -3.304071 -3.286471   5.351498  0.986293  0.855657  1.024807
1598   5.804033  0.362221  4.814471       3  -3.152934 -0.065459   6.476008  1.149598  1.043541  0.808971
1599   3.759490  0.588737  6.887799       3  -6.751927  2.085466   7.023671  1.301021  1.230807  1.085066
1600   3.188288 -0.181767  6.722918       3  -7.406952 -2.343273   6.038883  1.071429  1.114459  1.374759
1601   7.992393  0.001520  2.308479       3  -1.661327  0.030273   2.955631  0.818054  0.654710  0.609726
1602   7.578093  0.393507  3.785271       3  -3.345256  3.095018   4.225285  1.120311  0.775782  0.743535
1603   5.437823  0.888860  3.988410       3  -3.642440 -0.574130   4.334381  0.870027  1.005981  0.877586
1604   7.193310 -0.138092  6.315745       3  -6.592325  0.026071   6.039166  1.066856  1.283441  1.111451
1605   5.974717  0.551928  3.755040       3  -4.157230 -3.884204   3.352850  0.711890  0.762628  1.141115
1606   3.073392 -0.002374  6.046293       3  -7.699779  3.709492   4.392807  1.147135  1.207243  1.037225
1607   5.379538 -0.426263  2.120381       3  -1.481147 -0.624653   2.759615  0.698575  0.699436  0.610458
1608   1.898562 -0.109786  5.714845       3  -5.236701 -0.953684   6.192988  1.149922  1.018772  1.130472
1609   1.423586  0.185333  6.684479       3  -8.273264  1.236816   5.095695  1.143691  1.042965  1.363696
1610   4.699213  0.487522  3.900616       3  -3.899439  2.326034   3.901793  1.061061  0.758242  0.884550
1611   2.886006 -0.838718  5.026376       3  -4.003452  1.923739   6.049299  1.229878  1.003114  0.825259
1612   6.560944 -0.789598  2.566519       3  -2.959217 -0.335608   2.173821  0.648498  0.745082  0.811295
1613   6.382139 -0.478661  5.350751       3  -4.489268 -1.430870   6.212235  1.021021  1.144135  1.027066
1614   6.473106  0.607410  7.203579       3  -9.437637  2.366731   4.969520  1.111623  1.384194  1.197599
1615   1.785073 -0.626466  3.666443       3  -4.196198  1.096216   3.136688  0.833321  1.045250  0.739703
1616   6.506120 -0.376968  6.728830       3 -10.589899  2.396984   2.867760  0.922331  1.332824  1.287087
1617   2.279333  0.100173  3.243368       3  -2.136563 -1.325558   4.350172  0.901008  0.809164  0.773453
1618   2.176589 -0.678120  7.954956       3  -5.593052 -1.042237  10.316860  1.544520  1.121762  1.191801
1619   7.827242  0.606882  5.239238       3  -3.944147 -1.519321   6.534329  0.941951  1.245698  0.946767
1620   5.894621 -0.940523  2.234929       3  -2.827999  0.833287   1.641859  0.650062  0.743655  0.668727
1621   4.474203  0.089598  2.468429       3  -2.486879 -1.207360   2.449979  0.534927  0.816351  0.786686
1622   3.165035  0.194534  6.598309       3  -8.018276  0.408700   5.178342  1.042513  1.246400  1.249107
1623   3.775917 -0.886662  6.680220       3  -6.755328  0.702604   6.605112  1.195692  1.234049  1.140264
1624   5.719658  0.500708  3.946401       3  -4.668731 -0.456917   3.224072  0.821750  0.867511  1.041397
1625   6.012979 -0.631302  5.215587       3  -5.751601 -2.230235   4.679574  0.800533  1.131908  1.182488
1626   3.786770 -0.055469  5.992346       3  -5.119414 -2.995747   6.865279  1.044675  1.153053  1.180665
1627   1.964003  0.813875  7.832739       3  -8.564534  4.307465   7.100944  1.395508  1.324561  1.133389
1628   3.661885  0.462497  4.153157       3  -2.587899 -0.435008   5.718416  0.993609  1.060377  0.729605
1629   2.088588 -0.333272  6.118653       3  -5.663044 -2.689809   6.574263  1.088854  1.094605  1.229427
1630   4.488252 -0.174914  7.871283       3  -6.692507 -5.468273   9.050058  1.165676  1.284622  1.414906
1631   2.011020  0.180947  7.367254       3  -9.784383  4.811793   4.950125  1.248366  1.355723  1.137425
1632   6.888408 -0.754955  3.217708       3  -3.276321  0.711089   3.159096  0.873756  0.797808  0.805301
1633   4.179336 -0.785245  6.295117       3  -8.963501  2.628406   3.626733  1.026273  1.129657  1.295467
1634   3.055450 -0.715045  7.002555       3  -6.910463 -6.013593   7.094648  1.048177  1.113087  1.456134
1635   1.164490 -0.172516  5.757974       3  -6.919623 -0.663522   4.596326  0.882123  1.224564  1.178110
1636   2.362490 -0.559599  5.347843       3  -5.927241  3.566941   4.768445  1.190191  0.949555  1.042272
1637   3.670864  0.535827  4.257125       3  -2.210512 -2.007762   6.303738  0.981867  1.033397  0.823528
1638   1.291508 -0.793377  4.556195       3  -2.321412 -0.900192   6.790978  1.097062  1.065426  0.749591
1639   4.448664  0.869989  6.435412       3  -5.566718  1.035305   7.304107  1.267582  1.214326  1.007750
1640   5.046691  0.960716  7.784199       3  -6.287042 -0.613518   9.281356  1.533617  0.973526  1.286795
1641   7.231920  0.452578  5.926911       3  -5.960222 -4.990835   5.893600  0.973903  1.005042  1.347068
1642   2.354843 -0.379012  4.680940       3  -4.767088 -1.864786   4.594793  0.865845  1.016454  1.094126
1643   1.473184  0.632503  7.242838       3  -6.415789 -1.853769   8.069888  1.155784  1.341515  1.214675
1644   7.030065  0.431933  4.039280       3  -3.240626 -1.256306   4.837933  0.962811  0.901409  0.912108
1645   2.321763 -0.452420  3.106607       3  -4.238355  1.972314   1.974858  0.792716  0.728907  0.904446
1646   1.545195  0.108921  5.021666       3  -5.932415  1.907454   4.110916  1.083014  0.786242  1.185662
1647   2.828906 -0.550944  5.910629       3  -5.872975 -0.940881   5.948283  1.045554  1.171795  1.138655
1648   3.103618 -0.557058  7.184877       3  -5.370918 -4.396886   8.998836  1.179556  1.257050  1.265901
1649   3.471839 -0.993564  6.389108       3  -5.916560  0.673665   6.861656  1.174467  1.289121  1.013029
1650   2.115035 -0.795544  2.881789       3  -3.401151  1.439561   2.362426  0.826407  0.656617  0.848828
1651   6.126114 -0.511962  3.709829       3  -2.910396  0.652387   4.509263  0.964063  0.986547  0.677539
1652   5.709832 -0.140026  5.801142       3  -7.494513  2.208378   4.107770  1.024150  1.256985  1.031615
1653   6.424530  0.501039  7.160208       3  -4.770587  0.079304   9.549829  1.300747  1.427623  0.910099
1654   5.121537 -0.510653  3.909380       3  -3.702265  1.420994   4.116494  0.984104  0.995804  0.727120
1655   7.567728 -0.603269  6.767695       3  -6.957606  2.586204   6.577783  1.229636  1.404552  0.907566
1656   4.728387  0.129886  3.062867       3  -2.664924  0.255500   3.460810  0.809154  0.924143  0.664162
1657   3.963642  0.561574  3.533637       3  -2.449993  0.244539   4.617281  1.042562  0.786557  0.737548
1658   4.310968 -0.859542  4.848378       3  -3.647362  0.569689   6.049395  1.193586  0.941510  0.880616
1659   2.470977  0.543044  6.702407       3  -5.462302 -3.737967   7.942513  1.203688  1.112947  1.256730
1660   2.464354  0.860949  3.582654       3  -3.170767 -0.914427   3.994541  0.889491  0.837302  0.887986
1661   1.336418 -0.902396  3.350062       3  -3.608855  1.466276   3.091268  0.898716  0.852572  0.773399
1662   7.925199 -0.525555  2.964831       3  -4.136170  0.992792   1.793493  0.661006  0.996010  0.677130
1663   6.121746  0.375238  6.575587       3  -7.066370  0.864334   6.084805  1.121039  1.308947  1.102760
1664   7.820365  0.766036  5.563115       3  -8.809490  2.224698   2.316740  0.850965  1.267922  1.099919
1665   3.135708  0.672448  4.446037       3  -4.198265  0.196807   4.693810  0.909778  1.147900  0.827686
1666   4.542703 -0.530189  6.449768       3  -7.751606  4.110041   5.147930  1.247637  1.009763  1.236863
1667   2.198674 -0.538031  2.177365       3  -1.838869 -1.339976   2.515861  0.537391  0.760450  0.720472
1668   1.118868 -0.858625  4.008719       3  -3.366376  0.401231   4.651062  1.025696  0.899021  0.831708
1669   2.167246  0.665880  4.534272       3  -5.102850  1.642100   3.965693  1.019093  0.934518  0.987285
1670   2.977158  0.795918  3.845367       3  -3.125131 -1.026270   4.565604  0.935547  0.891620  0.881931
1671   1.998297  0.698044  6.765464       3  -5.407559 -2.039066   8.123370  1.374659  0.962695  1.220885
1672   3.200930  0.225256  6.932450       3  -7.875154  0.504420   5.989746  1.166085  1.175677  1.292813
1673   2.196239 -0.485407  6.806879       3  -5.288166 -2.495356   8.325591  1.115171  1.330233  1.149028
1674   2.072286 -0.919132  7.689990       3  -7.498473  1.044226   7.881508  1.414359  1.069346  1.323514
1675   3.816585  0.991572  7.960272       3  -9.817359  6.016958   6.103185  1.391131  1.173587  1.324808
1676   2.972167  0.097747  5.541707       3  -5.006743  2.107470   6.076672  1.276698  0.921809  1.023851
1677   6.302088  0.293673  2.008495       3  -2.477757  0.477332   1.539234  0.609076  0.670881  0.676456
1678   2.713368  0.285700  5.681912       3  -5.082981 -1.002582   6.280842  1.105081  1.101788  1.087233
1679   7.331089  0.145271  2.715089       3  -3.905426  1.316392   1.524751  0.680270  0.767054  0.823006
1680   4.500675  0.416916  5.168722       3  -3.862773 -2.190722   6.474670  1.060262  1.057146  1.024108
1681   4.156198 -0.349067  6.074070       3  -7.550142  3.352669   4.597998  1.142454  1.243006  1.008270
1682   5.850244  0.693269  5.633225       3  -5.941271  5.070676   5.325178  1.296139  0.817068  1.112945
1683   2.513863  0.514012  2.414418       3  -1.699493 -1.244511   3.129343  0.626148  0.816623  0.691470
1684   4.650072 -0.007705  4.963673       3  -5.194549  1.634935   4.732798  1.146083  0.786419  1.108157
1685   1.867953  0.424326  2.740647       3  -2.508477  0.184821   2.972817  0.868475  0.614439  0.782922
1686   7.205115 -0.300061  5.006413       3  -7.314743  2.342132   2.698082  0.897549  1.223694  0.940299
1687   5.323201 -0.993414  3.039829       3  -2.930060  0.293408   3.149597  0.889191  0.671582  0.832786
1688   4.551631 -0.435298  7.153068       3  -9.393706  3.309129   4.912430  1.178822  1.246222  1.269288
1689   3.078315 -0.202809  6.059114       3  -6.998320  2.757777   5.119907  1.185961  1.070106  1.142681
1690   7.276790 -0.194659  4.314273       3  -4.815250  1.806719   3.813295  1.013816  0.894295  0.958626
1691   7.638496  0.015906  5.170446       3  -8.293683  1.644408   2.047210  0.775732  1.131693  1.187063
1692   3.717383  0.557803  4.813112       3  -5.276031  1.220021   4.350193  0.999243  1.089839  0.936955
1693   2.381930  0.354883  6.410834       3  -5.951877 -1.201639   6.869791  1.252111  0.991565  1.237045
1694   6.627277 -0.671236  4.430943       3  -3.642961 -2.329496   5.218925  0.847074  1.052573  0.997688
1695   3.649307  0.134574  7.687755       3  -6.881887 -4.297399   8.493623  1.196057  1.237044  1.390448
1696   6.211314  0.956304  2.438571       3  -2.825504  0.518388   2.051638  0.679963  0.778861  0.695319
1697   7.289847  0.811521  3.071845       3  -2.088026 -1.216352   4.055663  0.888739  0.764168  0.762750
1698   2.352831  0.124431  4.084418       3  -3.117661 -0.392365   5.051175  1.072553  0.828552  0.873700
1699   1.133806  0.550080  7.012967       3  -8.457166  3.089714   5.568768  1.257502  1.040306  1.342030
1700   1.826265  0.305919  7.895182       3  -6.844122 -6.374497   8.946242  1.102503  1.296994  1.458945
1701   2.010423  0.909436  3.978113       3  -2.582537 -2.280158   5.373688  0.904001  0.963624  0.886993
1702   6.650427  0.411156  2.830884       3  -3.798388  1.811181   1.863379  0.766732  0.754878  0.802794
1703   3.996052  0.148959  2.849028       3  -3.352869  1.707499   2.345187  0.821042  0.804247  0.702015
1704   3.846402  0.732306  3.812784       3  -3.816948 -1.284999   3.808620  0.857477  0.845098  0.988856
1705   1.647989  0.565534  4.392334       3  -4.259633 -2.983654   4.525035  0.701710  1.053118  1.093065
1706   4.127971 -0.746114  4.020517       3  -4.089386  0.279234   3.951647  0.916318  0.956924  0.896771
1707   7.461200 -0.951732  6.050340       3  -8.474202  0.100834   3.626478  0.925919  1.009663  1.405354
1708   5.948291 -0.528778  7.010738       3  -7.499720 -1.384983   6.521756  1.006863  1.372443  1.251320
1709   4.133150  0.432680  7.753456       3  -9.030580  5.720850   6.476332  1.417919  1.023000  1.370759
1710   5.291005  0.244601  2.023149       3  -2.474183  0.792499   1.572115  0.620725  0.772972  0.552440
1711   5.949538 -0.102880  3.637619       3  -2.946051  1.516262   4.329186  1.044459  0.861752  0.694456
1712   2.993574  0.698494  7.640130       3  -6.862037 -0.931584   8.418222  1.338895  1.203974  1.273446
1713   2.018391  0.995952  7.734512       3  -4.849681  0.054229  10.619343  1.616607  1.059601  1.089849
1714   6.301727  0.632275  6.556422       3  -6.293943  0.393014   6.818901  1.286358  1.025948  1.211058
1715   2.160562 -0.224602  2.749310       3  -3.620734  1.470578   1.877886  0.735105  0.880048  0.659849
1716   3.455688 -0.227919  6.222052       3  -4.959733  0.358773   7.484371  1.269837  1.159518  1.002054
1717   7.719644  0.468602  7.276747       3  -9.525973  3.013693   5.027521  1.135536  1.498859  1.047139
1718   5.268354 -0.793649  6.748173       3  -9.605872  0.034132   3.890474  0.932203  1.136982  1.460921
1719   2.854524  0.918655  4.488936       3  -5.699590 -0.149836   3.278282  0.886635  0.821019  1.182181
1720   4.988663 -0.310397  2.949731       3  -2.678916  0.416318   3.220547  0.900803  0.670483  0.785407
1721   3.253671  0.752658  5.938153       3  -5.231737 -1.161487   6.644570  1.224077  0.968612  1.159211
1722   1.315906 -0.976225  7.193137       3  -5.896328 -2.101136   8.489947  1.217652  1.287184  1.199906
1723   1.051227 -0.117307  3.182567       3  -2.844976 -1.154833   3.520157  0.890462  0.667838  0.887217
1724   7.339688  0.603751  6.613656       3  -4.169379 -1.763201   9.057932  0.986726  1.527815  0.950020
1725   7.720644  0.208768  7.876909       3  -5.768769 -1.145799   9.985049  1.333316  1.407949  1.120064
1726   4.106027 -0.779020  4.312811       3  -3.758059 -2.817684   4.867562  0.813800  0.997834  1.042918
1727   4.238885  0.619229  4.477198       3  -3.781371 -1.516975   5.173026  1.074666  0.811265  1.018437
1728   7.181563 -0.035138  2.066318       3  -2.560692  0.162689   1.571944  0.570043  0.717223  0.690001
1729   2.872284 -0.387640  4.357412       3  -2.644005 -1.775569   6.070820  0.876877  1.136778  0.844297
1730   6.023013  0.052264  2.314791       3  -2.872070  1.489792   1.757513  0.731191  0.654792  0.714318
1731   3.920723 -0.078575  7.183157       3  -6.993901 -2.651755   7.372413  1.313578  0.943568  1.398976
1732   7.847942  0.342623  3.164471       3  -2.696149 -0.011841   3.632793  0.858531  0.853276  0.741221
1733   6.032665 -0.621377  6.461073       3  -5.786357  0.955877   7.135789  1.155972  1.398331  0.906447
1734   4.560826 -0.438177  5.967742       3  -3.663421 -3.512334   8.272063  1.311522  0.961610  1.074429
1735   3.408048  0.338260  7.342622       3  -2.946003 -2.567212  11.739241  1.375468  1.376099  0.942813
1736   1.323670 -0.812379  6.165667       3  -6.285938  2.690821   6.045397  1.244131  1.176355  0.996751
1737   7.537353  0.262470  3.363289       3  -3.062561  0.893257   3.664018  0.955205  0.785072  0.782549
1738   6.344560 -0.753515  2.368588       3  -3.346686  0.654723   1.390490  0.622452  0.595939  0.874814
1739   2.283291 -0.901051  3.535440       3  -2.581495 -0.540077   4.489386  0.961383  0.842399  0.785390
1740   7.727681  0.872768  7.729046       3  -4.979311 -2.597430  10.478780  1.290923  1.404648  1.131789
1741   4.713532  0.867108  3.176765       3  -3.794594 -0.086452   2.558936  0.738818  0.803310  0.911720
1742   6.602771  0.677768  5.717233       3  -5.195547 -5.164648   6.238918  1.001262  0.992999  1.284963
1743   5.327756 -0.245439  6.316143       3  -7.197815  1.515804   5.434471  1.059856  1.398318  0.970771
1744   2.254823 -0.333064  7.359805       3  -6.357493 -2.975152   8.362117  1.116256  1.355758  1.265421
1745   1.945116 -0.906189  2.311313       3  -2.035950 -0.939766   2.586675  0.680779  0.686862  0.732249
1746   5.047472  0.373724  3.419818       3  -3.543524 -1.827185   3.296112  0.714227  0.848325  0.973318
1747   7.275425 -0.600882  3.874339       3  -3.050345 -1.713650   4.698333  1.043295  0.701371  0.941326
1748   2.992181 -0.062773  4.689980       3  -3.253495 -2.027250   6.126464  0.920799  1.126060  0.932659
1749   3.768458 -0.326486  7.901762       3  -5.803701 -3.344392   9.999823  1.539666  0.980922  1.302935
1750   7.398726 -0.750308  3.778754       3  -6.007003  1.300504   1.550505  0.680061  0.968968  1.002122
1751   7.623328  0.743865  3.338142       3  -2.667617 -1.424622   4.008667  0.964259  0.652230  0.877455
1752   1.312413 -0.421522  5.954542       3  -8.414620  2.638819   3.494465  1.023483  0.949723  1.356940
1753   1.257098 -0.551671  5.497338       3  -8.942181  2.036388   2.052496  0.806990  1.196390  1.190434
1754   1.527579 -0.327765  6.552021       3  -7.413662  5.378254   5.690380  1.333765  1.165831  1.016393
1755   4.739839 -0.523768  4.894465       3  -2.140229 -2.093587   7.648700  1.074812  1.133826  0.821663
1756   7.300333 -0.747346  2.923926       3  -2.480662  1.165815   3.367191  0.928717  0.745642  0.665531
1757   5.253843  0.185210  5.856356       3  -5.926175 -3.458451   5.786538  1.125740  0.853231  1.316427
1758   1.439288  0.002399  5.334051       3  -6.307731  2.825547   4.360370  1.126865  0.906113  1.142320
1759   6.550117  0.807952  4.580374       3  -4.744327 -0.076814   4.416421  0.968313  0.976974  1.011854
1760   5.085252  0.299156  7.502662       3 -10.023529  2.430221   4.981795  1.156250  1.209702  1.405720
1761   5.269029  0.635280  2.444575       3  -1.609230 -0.271160   3.279921  0.775492  0.780662  0.587744
1762   1.185379 -0.421600  7.915277       3 -11.963396  3.788108   3.867158  1.105697  1.296117  1.461690
1763   5.893903  0.287992  5.858246       3  -7.277961 -0.325345   4.438531  0.913204  1.193206  1.213175
1764   3.801269  0.179012  7.666500       3  -6.744463  0.828221   8.588536  1.370572  1.300006  1.145496
1765   7.031354  0.056534  7.822509       3  -4.695517 -2.800697  10.949501  1.588149  1.046822  1.167009
1766   6.527877 -0.297961  4.299143       3  -5.265081  0.458742   3.333204  0.849077  1.008569  0.999388
1767   2.428709 -0.822699  6.724790       3  -6.728695  1.854041   6.720885  1.320180  1.046706  1.201111
1768   2.446192 -0.125570  4.787870       3  -5.111358  0.882640   4.464382  0.951424  1.174357  0.873917
1769   4.023130 -0.968554  7.446483       3  -8.093434  1.685480   6.799532  1.270540  1.265679  1.234651
1770   6.969152 -0.309629  3.893723       3  -2.067093 -1.302522   5.720353  1.101227  0.821190  0.769265
1771   5.889723 -0.048855  5.132492       3  -5.897710  0.195100   4.367273  0.864935  1.256831  0.969386
1772   7.532829  0.594277  5.491745       3  -6.440783 -0.464158   4.542707  0.923549  1.140594  1.158557
1773   7.727228  0.438282  4.648266       3  -7.075066  1.450067   2.221466  0.780442  1.086898  1.081084
1774   3.517075  0.599010  4.125189       3  -6.111633  2.016192   2.138745  0.816084  0.997882  0.982047
1775   1.853603  0.816345  3.838859       3  -4.833472  1.651297   2.844247  0.868733  0.984683  0.848291
1776   4.455000  0.158638  5.100509       3  -7.365953  1.830309   2.835065  0.910122  0.867400  1.290883
1777   1.138547  0.297560  5.065741       3  -4.596913 -0.519526   5.534568  0.979690  1.158446  0.960812
1778   1.980203 -0.719154  2.417077       3  -1.837459 -0.316904   2.996695  0.761470  0.738703  0.642838
1779   6.016341  0.388853  6.923275       3  -7.406100  5.692499   6.440450  1.411490  1.034029  1.160162
1780   6.734272 -0.012463  7.137827       3  -8.449150  2.107524   5.826503  1.152711  1.420804  1.093917
1781   4.694066 -0.217172  2.184680       3  -2.748976  0.407898   1.620384  0.657003  0.550618  0.809924
1782   5.388549  0.707005  3.087469       3  -2.563902 -0.877797   3.611036  0.846323  0.771928  0.808337
1783   1.259193 -0.777107  7.139498       3  -3.371492 -2.290577  10.907504  1.326165  1.361458  0.965849
1784   6.413436  0.754924  6.475087       3  -8.113123  1.856848   4.837050  1.112744  1.144579  1.254555
1785   4.287461 -0.702109  5.159027       3  -2.943367 -1.536787   7.374687  1.020803  1.229406  0.854904
1786   7.213226  0.466547  4.024316       3  -3.304157 -2.108758   4.744476  0.817996  0.993885  0.951333
1787   3.412922  0.515868  2.809916       3  -2.882900  1.792278   2.736931  0.875659  0.788141  0.633169
1788   6.050612  0.030363  3.188520       3  -2.967968 -1.609873   3.409073  0.766197  0.795526  0.899975
1789   5.592214 -0.578002  6.566117       3  -6.584318  2.068265   6.547915  1.248757  1.240434  1.040216
1790   6.131579 -0.505631  2.731837       3  -2.544907 -0.832364   2.918766  0.656278  0.851997  0.763245
1791   2.526988 -0.002360  6.010834       3  -7.660956  2.741282   4.360711  1.111138  1.067224  1.205413
1792   3.102852  0.657858  5.733697       3  -7.582528  2.615686   3.884865  1.026983  1.281988  0.975704
1793   2.894847 -0.478337  2.517440       3  -1.543499 -0.887151   3.491381  0.688067  0.856462  0.629038
1794   1.777531 -0.363143  6.713812       3  -7.635226 -0.047098   5.792399  1.084612  1.238807  1.250249
1795   5.271664 -0.504591  3.853407       3  -3.242028 -2.723987   4.464785  0.658439  1.028988  0.980203
1796   6.562472  0.990647  4.646218       3  -4.826637 -0.478941   4.465798  0.955871  0.976894  1.043965
1797   7.693291  0.567102  3.818416       3  -3.636729  0.285287   4.000102  0.939039  0.897102  0.862724
1798   5.670873 -0.036938  2.003064       3  -2.434969  1.471385   1.571159  0.700945  0.594121  0.656419
1799   7.590070  0.804308  4.655350       3  -4.741196 -0.094194   4.569504  0.950153  1.049513  0.979499
1800   1.247808 -0.232001  4.723268       3  -6.035180  1.135154   3.411355  0.923552  0.983181  1.089647
1801   4.581319  0.730030  6.188110       3  -7.025152  1.207644   5.351069  1.205362  0.864830  1.318576
1802   1.765460 -0.970571  6.850186       3  -5.229611  0.982008   8.470761  1.327660  1.306930  0.943512
1803   2.899955 -0.294062  5.506497       3  -6.660141  1.645330   4.352853  1.059488  1.034375  1.145904
1804   3.046972  0.200647  5.691500       3  -5.123834 -2.406653   6.259165  1.149043  0.939563  1.191740
1805   6.995666  0.762797  6.968221       3  -9.617060  2.158324   4.319383  1.031733  1.414896  1.170344
1806   1.230373 -0.745027  6.511977       3  -5.791209  0.739648   7.232744  1.235198  1.248037  1.030700
1807   1.668920 -0.829209  4.074627       3  -5.399296  1.552124   2.749957  0.838766  1.081149  0.849457
1808   3.024475 -0.317967  2.871662       3  -2.534953 -1.007212   3.208371  0.742087  0.800685  0.797726
1809   5.952690 -0.689902  2.159284       3  -2.652079  0.587788   1.666489  0.678506  0.529721  0.796033
1810   7.360947  0.604217  2.637405       3  -2.817131  1.827819   2.457679  0.851313  0.694346  0.687149
1811   7.817303 -0.904001  2.142222       3  -2.331588  0.579940   1.952856  0.707718  0.613857  0.697206
1812   4.320903 -0.103296  7.855911       3  -6.737241 -3.576010   8.974581  1.156845  1.378718  1.327432
1813   5.293958  0.289820  2.657392       3  -1.662485  0.167926   3.652299  0.856373  0.809104  0.551112
1814   1.610003 -0.897830  4.262398       3  -4.493214  3.888891   4.031581  1.128081  0.800506  0.894512
1815   4.354374  0.232008  6.796691       3  -9.125157  2.299165   4.468226  1.068542  1.325846  1.194679
1816   2.806090  0.576802  3.617972       3  -2.692742 -1.636673   4.543201  0.718532  1.043436  0.835598
1817   3.379602  0.214459  6.417986       3  -7.895793  1.798963   4.940178  1.045285  1.400345  1.015987
1818   3.376581  0.705729  7.934056       3 -10.753240  4.290882   5.114872  1.244156  1.242684  1.399567
1819   1.377231 -0.871130  7.978939       3  -5.527188 -0.818749  10.430691  1.521102  1.194857  1.156769
1820   3.575542  0.660696  5.863031       3  -5.015097  2.866035   6.710966  1.345409  0.997167  0.963355
1821   4.557878 -0.796159  3.681159       3  -3.251037  1.036601   4.111281  0.971174  0.935493  0.724688
1822   1.286264  0.270425  7.161929       3  -9.907984  2.535060   4.415874  1.078433  1.359256  1.244520
1823   4.600796  0.277772  7.885106       3  -9.978944  4.384401   5.791267  1.289839  1.419400  1.158202
1824   4.914362  0.568812  5.141640       3  -6.163765  3.402127   4.119514  1.105093  1.136142  0.872479
1825   3.150344 -0.855264  5.430326       3  -4.251505  2.808380   6.609147  1.312302  1.044258  0.802771
1826   2.315813 -0.135331  5.319976       3  -4.926153 -1.300309   5.713799  1.052549  1.038455  1.095698
1827   3.555973 -0.205950  5.945939       3  -4.579245 -2.826667   7.312633  0.937863  1.303227  1.098779
1828   6.279713 -0.328913  2.778207       3  -2.780335 -0.043877   2.776078  0.693599  0.890632  0.703104
1829   7.233796 -0.222993  3.233469       3  -2.712228 -0.510502   3.754709  0.848192  0.849297  0.785973
1830   3.434029  0.699581  4.579558       3  -5.446727  2.782359   3.712390  1.039707  0.995847  0.918006
1831   6.640220  0.038827  2.845618       3  -2.937711  1.723891   2.753525  0.880771  0.746128  0.692180
1832   1.802613 -0.291470  4.235695       3  -4.222963  3.205811   4.248428  1.113696  0.953934  0.739066
1833   7.650702 -0.141780  2.333000       3  -1.617791 -0.518440   3.048209  0.748770  0.732035  0.623460
1834   4.605331 -0.990211  6.650528       3  -7.631801  2.313219   5.669255  1.260615  0.924025  1.338240
1835   4.987307  0.669812  4.285005       3  -2.783683 -2.141746   5.786328  1.047276  0.897433  0.908706
1836   3.453359  0.682227  7.647076       3  -5.573119 -2.258097   9.721034  1.453659  1.119241  1.225747
1837   4.689436 -0.165604  6.011036       3  -8.341669  3.606863   3.680403  1.077678  1.286134  1.005591
1838   1.814926 -0.629143  5.082970       3  -4.618911 -3.431520   5.547030  0.804487  1.125340  1.149926
1839   5.283862  0.731844  4.664179       3  -6.696719  0.627540   2.631639  0.805649  0.936962  1.200975
1840   3.360660  0.519479  5.602399       3  -3.922925 -0.896479   7.281872  1.162264  1.151039  0.943848
1841   1.111794  0.374677  6.203490       3  -6.719443 -4.275988   5.687537  0.980505  1.028212  1.389480
1842   4.229990  0.758223  2.517895       3  -2.099949 -0.346781   2.935841  0.743389  0.765396  0.681529
1843   1.449711  0.121041  2.754259       3  -1.999342 -1.065111   3.509177  0.804298  0.752412  0.735117
1844   2.068402  0.920448  5.848296       3  -6.923107  0.660909   4.773484  0.940463  1.343853  1.016233
1845   3.684360 -0.762791  5.952625       3  -5.248419  0.472710   6.656831  1.252881  1.028264  1.078202
1846   7.141442 -0.686243  6.691554       3  -5.312575  0.894707   8.070534  1.404958  1.053439  1.084590
1847   2.896457 -0.707597  6.113973       3  -5.889124 -1.638471   6.338821  1.176467  0.985527  1.239733
1848   3.443240 -0.066143  5.234458       3  -5.927741  0.496831   4.541176  0.869522  1.335897  0.889759
1849   1.028658 -0.590093  4.066609       3  -4.282161 -0.612971   3.851057  0.804282  1.027050  0.941903
1850   1.576573 -0.857186  5.830818       3  -6.863382  1.215358   4.798255  1.055200  1.160654  1.118682
1851   2.833958  0.662550  3.727389       3  -4.917093 -0.444145   2.537685  0.665300  0.955453  1.008670
1852   1.986176  0.025682  7.102480       3  -9.693510  1.635933   4.511450  0.996400  1.479702  1.157258
1853   4.605110  0.851831  6.363466       3  -6.151576 -4.240443   6.575355  0.807688  1.301998  1.305201
1854   4.160466 -0.232576  3.698681       3  -3.451493 -0.264338   3.945869  0.818279  1.015066  0.809144
1855   5.597520  0.658292  6.905014       3  -8.319405  3.913974   5.490623  1.263484  1.151298  1.214079
1856   4.991166  0.046541  2.166869       3  -2.116308 -0.547955   2.217431  0.662788  0.646303  0.722825
1857   5.243989 -0.062221  5.226495       3  -7.593744  1.588545   2.859246  0.862543  1.169080  1.102979
1858   4.135164 -0.897096  5.992290       3  -5.031115  2.273693   6.953464  1.286635  1.195329  0.854733
1859   7.415756  0.591152  3.271860       3  -4.170885 -0.512298   2.372835  0.647200  0.873526  0.949218
1860   6.257144 -0.399523  3.478429       3  -3.200816 -0.861890   3.756043  0.924304  0.716997  0.919790
1861   7.649356 -0.851446  4.238094       3  -1.692952 -1.513519   6.783235  1.124502  0.956041  0.720787
1862   3.380075 -0.019683  2.551875       3  -3.749989  1.350131   1.353762  0.656105  0.788480  0.756572
